map,agents,seed,candidate_id,context_budget_from_method,short_budget_ms,budget_disagrees,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
maze-32-32-4,50,843,repair5g518_grid_c1p18_b1p29_f1p09_w0p65_dc0p95_df1p00_beta0p32_max0p78_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,843,repair5g518_grid_c0p54_b0p72_f0p41_w1p22_dc0p95_df0p94_beta0p11_max1p45_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,843,repair5g518_grid_c1p5_b0p5_f0p00_w0p00_dc0p9_df0p9_beta0p00_max1p5_c1,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g59_additive_fallback,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g59_static_flow_shield,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g59_high_beta_cap_safe,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p29_b1p08_f0p64_w1p23_dc0p99_df0p98_beta0p43_max1p41_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p4_b2p15_f0p8_w1p6_dc0p95_df0p99_beta0p06_max1p01_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p02_b0p69_f0p12_w1p64_dc0p91_df0p92_beta0p58_max0p78_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p07_b2p09_f0p28_w0p1_dc0p96_df0p96_beta0p64_max0p7_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p25_b1p04_f1p28_w0p25_dc0p94_df0p99_beta0p02_max0p73_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p29_b1p59_f1p46_w1p6_dc0p95_df0p93_beta0p79_max1p05_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p35_b1p64_f0p61_w1p14_dc0p93_df0p92_beta0p25_max0p83_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p23_b1p48_f0p43_w0p01_dc0p94_df0p94_beta0p56_max1p09_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p39_b1p05_f1p13_w0p87_dc0p94_df0p99_beta0p34_max0p85_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p36_b1p32_f1p17_w0p84_dc0p96_df1p00_beta0p33_max0p82_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p12_b1p16_f0p84_w0p85_dc0p96_df1p00_beta0p45_max0p64_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p1_b1p31_f1p05_w0p81_dc0p96_df1p00_beta0p42_max0p87_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p08_b1p08_f1p08_w0p65_dc0p95_df1p00_beta0p29_max0p77_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p26_b1p33_f0p93_w0p93_dc0p94_df1p00_beta0p33_max0p67_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p23_b1p46_f0p8_w0p55_dc0p95_df0p98_beta0p39_max0p83_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p05_b1p3_f1p00_w0p73_dc0p96_df1p00_beta0p33_max0p64_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p28_b1p49_f0p71_w0p75_dc0p96_df0p99_beta0p46_max0p84_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p99_b1p44_f0p99_w0p98_dc0p95_df0p99_beta0p33_max0p68_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p2_b1p23_f0p99_w0p64_dc0p94_df0p98_beta0p35_max0p89_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p26_b1p19_f1p02_w0p88_dc0p95_df0p99_beta0p34_max0p65_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p22_b1p06_f1p01_w0p84_dc0p94_df0p99_beta0p28_max0p85_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p5_b1p99_f0p37_w1p49_dc0p91_df1p00_beta0p01_max1p27_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p62_b0p52_f1p5_w0p01_dc0p99_df0p96_beta0p69_max0p25_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p32_b1p22_f1p01_w0p67_dc0p94_df1p00_beta0p31_max0p76_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p21_b1p27_f1p05_w0p71_dc0p95_df1p00_beta0p33_max0p77_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p25_b1p32_f0p92_w0p76_dc0p94_df1p00_beta0p34_max0p69_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p18_b1p78_f1p4_w0p44_dc0p98_df0p99_beta0p26_max0p96_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p5_b0p5_f0p00_w0p00_dc0p9_df0p9_beta0p00_max1p5_c1,500,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g59_additive_fallback,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g59_static_flow_shield,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g59_high_beta_cap_safe,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p74_b0p93_f1p2_w0p61_dc0p99_df0p98_beta0p6_max1p00_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p12_b2p01_f1p21_w0p32_dc0p99_df0p98_beta0p38_max0p34_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p61_b0p75_f0p44_w1p3_dc0p95_df0p97_beta0p42_max0p47_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p39_b1p12_f0p24_w0p72_dc0p95_df0p96_beta0p45_max1p36_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p21_b1p07_f1p37_w0p35_dc0p91_df0p99_beta0p57_max0p42_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p85_b1p55_f1p06_w1p6_dc0p98_df0p91_beta0p01_max0p48_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p25_b2p19_f1p16_w1p04_dc1p00_df0p99_beta0p03_max1p41_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p32_b1p37_f1p39_w0p49_dc0p97_df0p99_beta0p13_max0p8_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p3_b1p1_f0p98_w0p62_dc0p94_df1p00_beta0p42_max0p71_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p1_b1p39_f1p11_w0p62_dc0p94_df1p00_beta0p43_max0p86_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p22_b1p43_f0p88_w0p85_dc0p96_df1p00_beta0p34_max0p82_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p34_b1p39_f0p85_w0p83_dc0p94_df1p00_beta0p31_max0p62_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p08_b1p38_f1p11_w0p66_dc0p96_df1p00_beta0p43_max0p64_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p36_b1p08_f0p85_w0p7_dc0p95_df1p00_beta0p28_max0p85_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p13_b1p45_f0p95_w0p63_dc0p96_df0p99_beta0p25_max0p69_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p12_b1p52_f0p92_w0p71_dc0p96_df0p98_beta0p43_max0p74_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p26_b1p06_f0p96_w0p81_dc0p94_df0p97_beta0p37_max0p77_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p95_b1p4_f0p98_w0p91_dc0p96_df0p98_beta0p35_max0p93_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p89_b1p06_f0p8_w0p97_dc0p96_df0p99_beta0p39_max0p94_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p05_b1p48_f1p00_w0p66_dc0p96_df0p99_beta0p33_max0p97_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p25_b1p25_f1p02_w0p98_dc0p95_df0p99_beta0p43_max0p97_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p5_b1p99_f0p37_w1p49_dc0p91_df1p00_beta0p01_max1p27_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p62_b0p52_f1p5_w0p01_dc0p99_df0p96_beta0p69_max0p25_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p31_b1p28_f0p92_w0p66_dc0p95_df1p00_beta0p31_max0p82_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p32_b1p32_f1p06_w0p69_dc0p95_df1p00_beta0p31_max0p71_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p3_b1p18_f0p95_w0p78_dc0p94_df1p00_beta0p31_max0p72_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p06_b1p11_f0p4_w0p63_dc0p92_df0p91_beta0p07_max0p51_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p5_b0p5_f0p00_w0p00_dc0p9_df0p9_beta0p00_max1p5_c1,1000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g59_additive_fallback,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g59_static_flow_shield,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g59_high_beta_cap_safe,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p85_b0p89_f1p31_w1p45_dc0p95_df1p00_beta0p74_max1p15_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p11_b1p18_f0p07_w0p88_dc1p00_df0p99_beta0p23_max1p14_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p75_b1p74_f1p24_w1p2_dc0p93_df0p94_beta0p47_max1p31_c1,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p72_b0p56_f0p51_w0p25_dc0p97_df0p91_beta0p51_max0p68_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p16_b1p72_f0p82_w0p46_dc0p96_df0p94_beta0p08_max1p43_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p39_b1p2_f0p43_w1p52_dc0p95_df0p92_beta0p05_max0p99_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p43_b0p96_f1p46_w0p24_dc0p98_df0p91_beta0p69_max1p36_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p25_b1p83_f0p62_w1p66_dc0p91_df0p9_beta0p11_max0p4_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p16_b1p43_f1p03_w0p65_dc0p94_df0p99_beta0p44_max0p73_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p11_b1p26_f1p1_w0p6_dc0p95_df0p99_beta0p37_max0p75_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p11_b1p3_f1p02_w0p72_dc0p96_df1p00_beta0p36_max0p61_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p21_b1p19_f1p00_w0p91_dc0p96_df1p00_beta0p28_max0p81_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p17_b1p17_f1p05_w0p61_dc0p94_df1p00_beta0p37_max0p66_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p29_b1p11_f0p96_w0p59_dc0p95_df1p00_beta0p35_max0p64_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p28_b1p34_f1p05_w0p54_dc0p96_df0p99_beta0p32_max0p91_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p96_b1p43_f0p8_w0p66_dc0p96_df0p99_beta0p37_max0p85_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p17_b1p37_f1p09_w0p64_dc0p96_df0p98_beta0p33_max0p93_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p16_b1p4_f0p76_w0p89_dc0p94_df0p99_beta0p43_max0p64_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p25_b1p24_f0p92_w0p69_dc0p94_df0p99_beta0p4_max0p82_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p15_b1p13_f1p12_w0p63_dc0p96_df0p99_beta0p4_max0p82_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p94_b1p41_f0p7_w0p83_dc0p94_df1p00_beta0p32_max0p73_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p5_b1p99_f0p37_w1p49_dc0p91_df1p00_beta0p01_max1p27_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p62_b0p52_f1p5_w0p01_dc0p99_df0p96_beta0p69_max0p25_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p28_b1p19_f1p09_w0p78_dc0p95_df1p00_beta0p37_max0p78_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p27_b1p15_f1p01_w0p73_dc0p95_df1p00_beta0p38_max0p72_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p28_b1p35_f1p08_w0p77_dc0p95_df1p00_beta0p32_max0p7_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c0p49_b0p69_f0p73_w0p81_dc0p9_df0p99_beta0p57_max1p22_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,844,repair5g518_grid_c1p5_b0p5_f0p00_w0p00_dc0p9_df0p9_beta0p00_max1p5_c1,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g59_additive_fallback,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g59_static_flow_shield,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g59_high_beta_cap_safe,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p37_b1p56_f0p00_w1p65_dc1p00_df0p97_beta0p06_max0p48_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p82_b1p99_f0p74_w0p77_dc0p96_df0p93_beta0p06_max0p67_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p21_b0p72_f0p24_w1p32_dc0p91_df0p91_beta0p23_max0p84_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p01_b1p12_f0p26_w0p5_dc0p91_df0p99_beta0p26_max1p02_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p47_b2p15_f0p93_w1p43_dc0p94_df0p97_beta0p55_max0p92_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p18_b1p09_f0p24_w0p86_dc0p98_df0p99_beta0p06_max1p13_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p9_b1p62_f0p69_w0p76_dc0p92_df0p93_beta0p7_max1p32_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p16_b1p22_f1p29_w0p99_dc0p95_df0p97_beta0p3_max0p64_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p4_b1p32_f0p96_w0p67_dc0p96_df0p99_beta0p43_max0p86_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p25_b1p37_f1p07_w0p92_dc0p95_df0p99_beta0p32_max0p65_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p25_b1p2_f1p08_w0p8_dc0p95_df1p00_beta0p26_max0p86_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p33_b1p41_f0p93_w0p68_dc0p95_df1p00_beta0p4_max0p7_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p12_b1p29_f1p17_w0p59_dc0p96_df0p99_beta0p35_max0p8_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p33_b1p25_f1p08_w0p65_dc0p96_df1p00_beta0p26_max0p77_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p96_b1p4_f1p08_w0p64_dc0p94_df0p99_beta0p46_max0p75_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p92_b1p55_f1p03_w0p8_dc0p94_df0p98_beta0p45_max0p71_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p92_b1p37_f0p86_w0p74_dc0p95_df0p98_beta0p29_max0p78_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p05_b1p35_f0p84_w0p87_dc0p95_df1p00_beta0p42_max0p67_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p08_b1p38_f0p92_w0p62_dc0p95_df1p00_beta0p36_max0p85_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p28_b1p21_f0p75_w0p89_dc0p95_df1p00_beta0p48_max0p65_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p27_b1p54_f0p81_w1p02_dc0p94_df0p97_beta0p31_max0p94_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p5_b1p99_f0p37_w1p49_dc0p91_df1p00_beta0p01_max1p27_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p62_b0p52_f1p5_w0p01_dc0p99_df0p96_beta0p69_max0p25_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p17_b1p27_f0p99_w0p78_dc0p95_df1p00_beta0p31_max0p82_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p3_b1p18_f0p91_w0p75_dc0p95_df1p00_beta0p31_max0p81_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p17_b1p26_f1p02_w0p71_dc0p95_df1p00_beta0p32_max0p8_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p63_b1p26_f1p2_w1p67_dc0p94_df0p99_beta0p47_max0p49_c0,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p5_b0p5_f0p00_w0p00_dc0p9_df0p9_beta0p00_max1p5_c1,500,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g59_additive_fallback,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g59_static_flow_shield,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g59_high_beta_cap_safe,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p06_b1p22_f0p41_w1p16_dc1p00_df0p98_beta0p78_max0p57_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p91_b1p18_f0p28_w1p00_dc0p97_df0p92_beta0p21_max0p91_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p44_b1p08_f1p45_w0p38_dc0p99_df0p98_beta0p65_max1p04_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p52_b0p71_f0p26_w0p21_dc0p95_df1p00_beta0p33_max0p3_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p99_b1p28_f1p02_w0p97_dc0p95_df0p99_beta0p44_max1p08_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p54_b1p59_f0p15_w0p24_dc0p93_df0p93_beta0p67_max0p69_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p39_b2p14_f1p00_w0p69_dc0p92_df0p91_beta0p02_max0p33_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p82_b0p64_f0p55_w1p68_dc0p91_df0p92_beta0p8_max0p95_c1,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p29_b1p11_f0p86_w0p75_dc0p96_df0p99_beta0p39_max0p65_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p13_b1p32_f1p06_w0p56_dc0p95_df0p99_beta0p34_max0p82_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p17_b1p37_f1p03_w0p57_dc0p96_df1p00_beta0p37_max0p81_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p35_b1p11_f1p18_w0p77_dc0p95_df1p00_beta0p41_max0p9_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p28_b1p31_f0p85_w0p82_dc0p95_df0p99_beta0p37_max0p75_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p41_b1p23_f0p87_w0p92_dc0p94_df0p99_beta0p34_max0p68_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p21_b1p28_f0p89_w0p71_dc0p96_df0p99_beta0p38_max0p74_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p12_b1p43_f1p05_w0p88_dc0p94_df0p99_beta0p39_max0p74_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p29_b1p39_f0p81_w0p65_dc0p95_df0p98_beta0p34_max0p77_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p98_b1p28_f0p92_w0p69_dc0p95_df0p97_beta0p47_max0p84_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p12_b1p08_f0p95_w0p67_dc0p94_df0p99_beta0p48_max0p67_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p00_b1p21_f0p88_w0p83_dc0p96_df0p99_beta0p43_max0p95_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p14_b1p04_f1p12_w1p05_dc0p94_df0p98_beta0p27_max0p62_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p5_b1p99_f0p37_w1p49_dc0p91_df1p00_beta0p01_max1p27_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p62_b0p52_f1p5_w0p01_dc0p99_df0p96_beta0p69_max0p25_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p24_b1p33_f0p97_w0p82_dc0p95_df1p00_beta0p31_max0p77_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p29_b1p17_f0p92_w0p68_dc0p94_df1p00_beta0p32_max0p77_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p24_b1p28_f0p91_w0p71_dc0p95_df1p00_beta0p39_max0p82_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p77_b1p97_f0p78_w0p38_dc0p97_df0p96_beta0p5_max1p21_c0,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p5_b0p5_f0p00_w0p00_dc0p9_df0p9_beta0p00_max1p5_c1,1000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g59_additive_fallback,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g59_static_flow_shield,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g59_high_beta_cap_safe,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p41_b1p81_f0p7_w0p83_dc0p95_df0p99_beta0p26_max1p05_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p88_b1p55_f1p34_w1p4_dc1p00_df0p91_beta0p28_max0p76_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c1p37_b1p51_f0p54_w0p47_dc0p99_df0p92_beta0p62_max1p27_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p58_b1p85_f1p23_w0p58_dc0p92_df1p00_beta0p76_max1p15_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p87_b1p83_f0p61_w0p29_dc0p95_df0p93_beta0p35_max0p52_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p19_b1p52_f0p15_w0p27_dc0p92_df0p95_beta0p14_max0p51_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p38_b1p8_f1p04_w0p64_dc0p91_df0p9_beta0p77_max1p32_c0,2000,1,True,False,False,False,False,False
maze-32-32-4,50,845,repair5g518_grid_c0p81_b0p56_f0p49_w0p25_dc0p97_df0p99_beta0p65_max0p66_c0,2000,1,True,False,False,False,False,False
